Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Design,Complete,12/4/2020,5/24/2021,1/2/2024,2354,22197.00,15280.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,34522,34522.00,0.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,2354,2648.00,2648.00,DSF0000913306
1,M064,I.S. 839 - MANHATTAN,SCA IEH,"PO18-24 -  1/2' HOLES, AND 1 -  1.25' CORE DRILLED HOLE THRU WALL",Construction,In-Progress,12/18/2024,IEH,,IEH,575.00,0.00,SCA0000073728
1,M064,I.S. 839 - MANHATTAN,DOE - RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,In-Progress,3/8/2024,DOER,,DOER,174440.00,0.00,DSF0001086195
1,M064,I.S. 839 - MANHATTAN,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001112777
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Scope,Complete,1/7/2021,5/7/2021,6/15/2021,39541,52686.00,52647.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Design,Complete,7/15/2021,12/16/2021,4/21/2022,186049,153236.00,127900.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,1/15/2024,1/3/2026,,3178051,2811396.00,369417.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,1/15/2024,1/3/2026,,364189,74185.00,74185.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA IEH,"PO18-ABATE INSUL PIPE RM 221 GIRL B/R, WILL BE MARK BY SHOPS (LESS 10 FT.)",Construction,Complete,11/29/2024,IEH,12/7/2024,IEH,16583.00,16583.00,SCA0000073655
1,M097,BARD COLLEGE HS - MANHATTAN,Fast Track Projects,FY18 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,1/10/2019,FTK,,FTK,54508.00,54508.00,DSF0000866416
1,M097,BARD COLLEGE HS - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961304
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - RESOA,FY20 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,223957.00,0.00,DSF0000913084
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - RESOA,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,450000.00,0.00,DSF0001112793
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,DOMESTIC WATER HEATER,Construction,In-Progress,3/1/2022,DOES,,DOES,90361.00,376.00,DSF0000961169
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,SCHOOLYARD RESURFACING,Construction,In-Progress,8/14/2023,DOES,,DOES,567979.00,0.00,DSF0001034279
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,10/31/2024,DOES,,DOES,65832.00,0.00,DSF0001084945
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/26/2024,DOES,,DOES,207981.00,0.00,DSF0001085735
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,8/4/2021,12/21/2021,2/2/2022,75912,195932.00,177643.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,6/1/2022,11/22/2022,5/12/2023,369667,313370.00,290581.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,7461767,7461767.00,280165.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,605580,605580.00,27296.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,In-Progress,3/13/2025,7/14/2025,,4854,4854.00,0.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,PNS,PNS,PNS,PNS,19417,19417.00,0.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,279126,279126.00,0.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,71602,71602.00,0.00,DSF0001087477
1,M110,P.S. 110 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,6/18/2021,EMER,,EMER,1353134.00,1297004.00,SCA0000069969
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-TEST FOR ACM STAIRCASE F  WALLS PLASTER  ON 3RD FLOOR,Construction,Complete,2/2/2024,IEH,3/9/2025,IEH,1873.00,1873.00,SCA0000072707
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-2 AREAS IN GYMNASIUM NEEDS TO BE ABATED ONE AREA IS THE GYMNASIUM PHONE THAT FELL FROM THE WALL,Construction,Complete,7/30/2024,IEH,3/9/2025,IEH,966.00,966.00,SCA0000073197
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-/ABATE CEILING AND PIPE INSULATION IN CAFE & KITCHEN (KITCHEN 2002) (CAFETERIA 2001) LOCATED ON,Construction,Complete,10/18/2024,IEH,10/20/2024,IEH,54738.00,38263.00,SCA0000073534
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING PLASTER IN STORAGE ROOM 408A THAT FELL,Construction,Complete,11/14/2024,IEH,11/23/2024,IEH,32452.00,24677.00,SCA0000073607
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING PLASTER IN THE AUDITORIUM IT IS  1SQ FT PLASTER THAT FELL AHERA BOOK 2014- POSITV,Construction,Complete,12/12/2024,IEH,12/14/2024,IEH,56400.00,56400.00,SCA0000073706
1,M110,P.S. 110 - MANHATTAN,SCA IEH,"PO18-ABATE FLOOR TILES IN STORAGE ROOM SPACE ID# 5408A 9X9 EXPOSED FLOOR TILES, 116 SQUARE FEET CUST",Construction,Complete,1/3/2025,IEH,1/18/2025,IEH,18226.00,17962.00,SCA0000073763
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING AND WALLS IN THE 3RD FL LANDINGS IN THE STAIRCASE C & D 25X30 SQUARE FEET THE LAN,Construction,Complete,1/22/2025,IEH,2/2/2025,IEH,51732.00,2190.00,SCA0000073825
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE CEILING PLASTER ROOM 202 THAT IS FALLING SPACE ID# 3202 .  AHERA BOOK IT STATES IT'S HOT,Construction,In-Progress,2/25/2025,IEH,,IEH,5516.00,1141.00,SCA0000073995
1,M110,P.S. 110 - MANHATTAN,DOE - RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,809267.00,0.00,DSF0001035663
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/18/2019,371325,171363.00,171363.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/22/2019,6/21/2019,5/17/2019,1485298,826695.00,771898.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,10/21/2019,8/15/2022,,27849324,27259819.00,23951384.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,10/21/2019,8/15/2022,,1732847,895284.00,847034.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,In-Progress,3/12/2025,7/11/2025,,5502,5502.00,0.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,PNS,PNS,PNS,PNS,22006,22006.00,0.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,316343,316343.00,0.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,81149,81149.00,99.00,DSF0001087482
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033658
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001111926
1,M134,P.S. 134 - MANHATTAN,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,0.00,DSF0000913319
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,1/18/2022,DOES,,DOES,391092.00,0.00,DSF0000911918
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,Complete,9/19/2022,DOES,10/20/2022,DOES,77253.00,76214.00,DSF0001009093
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Scope,Complete,1/24/2018,1/20/2021,5/19/2021,15710,29857.00,29857.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Design,Complete,7/7/2021,12/10/2021,3/3/2022,62520,104769.00,75991.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Construction,In-Progress,5/17/2023,5/15/2024,,723155,735042.00,621401.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,"CM,F&E",In-Progress,5/17/2023,5/15/2024,,151715,132198.00,123991.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/11/2022,11/8/2022,7/28/2022,5326,2660.00,2660.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/28/2022,1/26/2023,9/21/2022,23966,10640.00,10640.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,308893,280585.00,252752.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,165385,143787.00,111979.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0000800504
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/6/2022,DOER,,DOER,97723.00,0.00,DSF0000913320
1,M137,P.S. 184 - MANHATTAN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,1/3/2017,DOES,,DOES,138712.00,0.00,DSF0000786134
1,M137,P.S. 184 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/25/2024,DOES,12/9/2024,DOES,65832.00,,DSF0001084636
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/24/2018,3/14/2019,1/18/2019,504775,554752.00,516616.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1/22/2019,6/21/2019,9/16/2022,2518835,2388275.00,1949131.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,6/5/2023,6/3/2026,,56237200,51048647.00,8046535.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,6/5/2023,6/3/2026,,3571289,1369235.00,1356959.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/6/2022,11/3/2022,7/22/2022,4336,4223.00,4223.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/22/2022,1/20/2023,9/21/2022,19513,17729.00,17729.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,251500,237972.00,215181.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,149910,142523.00,110715.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA IEH,"PO18-ABATE RISER VALVE LOCATED IN B6 - STORAGE ROOM, APPROX 15 FT OF PIPING VALVE IS SPRAY PAINED",Construction,Complete,10/12/2024,IEH,10/13/2024,IEH,13535.00,13535.00,SCA0000073504
1,M140,P.S. 140 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,In-Progress,2/13/2025,,,73000,73000.00,0.00,DSF0001086230
1,M140,P.S. 140 - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961347
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,8/19/2020,86400,155407.00,155407.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/1/2020,6/15/2021,4/6/2021,432000,375245.00,361393.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,9/13/2021,6/4/2023,,9720000,10011471.00,7739939.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,9/13/2021,6/4/2023,,604800,592432.00,574920.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA IEH,PO18-ABATE WALL TILES IN THE KITCHEN THAT IS BROKEN SPACE ID# 2133A ( KITCHEN WASH AREA) CERAMIC TIL,Construction,Complete,1/3/2025,IEH,1/19/2025,IEH,23238.00,16328.00,SCA0000073767
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,3/11/2024,DOER,,DOER,112434.00,0.00,DSF0001033170
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001112813
1,M142,P.S. 142 - MANHATTAN,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,7/30/2022,DOES,,DOES,363430.00,0.00,SCA0000070971
1,M188,P.S. 188 - MANHATTAN,SCA IEH,PO18-ACM REMOVAL OF PIPE INSULATION IN METAL JACKET DUE TO STEAM LEAK IN STARICASE A. IT IS ABOUT 8,Construction,Complete,12/13/2024,IEH,12/21/2024,IEH,13358.00,1458.00,SCA0000073712
1,M188,P.S. 188 - MANHATTAN,SCA IEH,PO18-ACM REMOVAL OF WALL PLASTER ROOM 108 SPACE ID# 2108/ 108- SECURITY OFFICE'LOCKER ROOM AHERA BOO,Construction,Complete,1/2/2025,IEH,3/4/2025,IEH,9133.00,883.00,SCA0000073750
1,M188,P.S. 188 - MANHATTAN,SCA IEH,PO18-(32) 1/2' DIAMETER HOLES DRILLED TO A DEPTH OF 3' AND (2) 1.25' HOLES DRILLED THRU WALLS. ASSIG,Construction,Complete,12/27/2024,IEH,12/27/2024,IEH,11334.00,354.00,SCA0000073849
1,M188,P.S. 188 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,88000,88000.00,0.00,DSF0001086254
1,M188,P.S. 188 - MANHATTAN,Fast Track Projects,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,9/5/2019,FTK,,FTK,76709.00,76709.00,DSF0000912317
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY11 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0000710824
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0000913037
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,135000.00,0.00,DSF0001035712
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001035713
1,M188,M094 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,6/3/2022,DOES,,DOES,313034.00,0.00,DSF0001008697
1,M188,P.S. 188 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/21/2024,DOES,12/2/2024,DOES,65832.00,17184.00,DSF0001084643
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Scope,Complete,6/22/2023,11/7/2023,3/26/2024,177436,232461.00,207176.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Design,In-Progress,4/17/2024,9/18/2024,,811871,811871.00,198760.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Construction,PNS,PNS,PNS,PNS,12730201,12730201.00,103394.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,1481032,1481032.00,58270.00,"DSF0001070360, DSF0001098052, DSF0001098055, DSF0001112186, DSF0001098054"
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA IEH,"PO18-ABATE CEILING ABOVE STAIRCASE E ,  BATHROOM ON 5TH FL BOYS BATHROOM AND 5TH FLOOR NEAR THE ELEV",Construction,Complete,7/10/2024,IEH,12/16/2024,IEH,43241.00,9508.00,SCA0000073129
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,Fast Track Projects,FY18 RESO A SAFETY SYSTEMS,Construction,In-Progress,11/13/2018,FTK,,FTK,15012.00,12702.00,DSF0000867371
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY18 RESO A MEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,235237.00,0.00,DSF0000866377
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,2/26/2021,DOER,,DOER,53288.00,0.00,DSF0000913094
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - Skilled Trades,REPAIRS TO FIRE DAMAGE,Construction,In-Progress,11/12/2019,DOES,,DOES,266861.00,0.00,SCA0000062188
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,9/23/2024,DOES,2/3/2025,DOES,65832.00,10773.00,DSF0001084954
1,M510,SATELLITE AT FORSYTHE,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,7/6/2023,DOER,,DOER,214032.00,0.00,DSF0000913098
1,M510,CASCADES CTR FOR TCHING & LNG - M,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,5/13/2024,DOER,,DOER,47394.00,0.00,DSF0001035770
1,M510,SATELLITE AT FORSYTHE,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,95797.00,0.00,DSF0001086309
1,M510,CASCADES CTR FOR TCHING & LNG - M,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,11/4/2024,DOES,,DOES,65832.00,0.00,DSF0001084968
1,M751,M751 SPED - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ M751,Construction,In-Progress,9/30/2024,EMER,,EMER,288337.00,126926.00,SCA0000073449
1,M751,M751 SPED - MANHATTAN,SCA IEH,PO18-REMOVE 8' OF ACM FROM STEAM PIPE IN GYM AREA LINES PAINTED YELLOW ASSIGNED TO SCA FOR ABATEMENT,Construction,Complete,12/24/2024,IEH,1/11/2025,IEH,14398.00,13648.00,SCA0000073736
1,M751,M751 SPED - MANHATTAN,DOE - RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,4/6/2023,DOER,,DOER,318711.00,0.00,DSF0001033728
1,M751,M751 SPED - MANHATTAN,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/6/2023,DOER,,DOER,290515.00,0.00,DSF0001086320
1,M751,M751 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/26/2018,DOES,,DOES,243515.00,0.00,DSF0000877431
1,M751,M751 SPED - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/12/2024,DOES,1/2/2025,DOES,65832.00,,DSF0001084981
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Scope,Complete,10/12/2018,3/4/2019,1/3/2019,373649,159120.00,159120.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Design,Complete,1/3/2019,6/5/2019,5/14/2019,1494600,1170611.00,986818.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
